hcpcs_code,hcpcs_desc,hcpcs_effectivedt,hcpcs_terminationdt
T4544,"Adult sized disposable incontinence product, protective underwear/pull-on,above extra large, each                                                     ",2014-01-01 05:00:00,
V2100,"Sphere, single vision, plano to plus or minus 4.00, per lens                                                                                          ",2003-10-01 04:00:00,
V2101,"Sphere, single vision, plus or minus 4.12 to plus or minus 7.00d, per lens                                                                            ",2003-10-01 04:00:00,
V2102,"Sphere, single vision, plus or minus  7.12 to plus or minus 20.00d, per lens                                                                          ",2003-10-01 04:00:00,
V2103,"Spherocylinder, single vision, plano to plus or minus 4.00d sphere, .12 to2.00d cylinder, per lens                                                    ",2003-10-01 04:00:00,
V2104,"Spherocylinder, single vision, plano to plus or minus 4.00d sphere, 2.12 to4.00d cylinder, per lens                                                   ",2003-10-01 04:00:00,
V2105,"Spherocylinder, single vision, plano to plus or minus 4.00d sphere, 4.25 to6.00d cylinder, per lens                                                   ",2003-10-01 04:00:00,
V2106,"Spherocylinder, single vision, plano to plus or minus 4.00d sphere, over 6.00dcylinder, per lens                                                      ",2003-10-01 04:00:00,
V2107,"Spherocylinder, single vision, plus or minus 4.25 to plus or minus 7.00 sphere,.12 to 2.00d cylinder, per lens                                        ",2003-10-01 04:00:00,
V2108,"Spherocylinder, single vision, plus or minus 4.25d to plus or minus 7.00dsphere, 2.12 to 4.00d cylinder, per lens                                     ",2003-10-01 04:00:00,
V2109,"Spherocylinder, single vision, plus or minus 4.25 to plus or minus 7.00dsphere, 4.25 to 6.00d  cylinder, per lens                                     ",2003-10-01 04:00:00,
V2110,"Spherocylinder, single vision, plus or minus 4.25 to 7.00d sphere, over 6.00dcylinder, per lens                                                       ",2003-10-01 04:00:00,
V2111,"Spherocylinder, single vision, plus or minus 7.25 to plus or minus 12.00dsphere, .25 to 2.25d cylinder, per lens                                      ",2003-10-01 04:00:00,
V2112,"Spherocylinder, single vision, plus or minus 7.25 to plus or minus 12.00dsphere, 2.25d to 4.00d cylinder, per lens                                    ",2003-10-01 04:00:00,
V2113,"Spherocylinder, single vision, plus or minus 7.25 to plus or minus 12.00dsphere, 4.25 to 6.00d cylinder, per lens                                     ",2003-10-01 04:00:00,
V2114,"Spherocylinder, single vision, sphere over plus or minus 12.00d, per lens                                                                             ",2003-10-01 04:00:00,
V2200,"Sphere, bifocal, plano to plus or minus 4.00d, per lens                                                                                               ",2003-10-01 04:00:00,
V2201,"Sphere, bifocal, plus or minus 4.12 to plus or minus 7.00d, per lens                                                                                  ",2003-10-01 04:00:00,
V2202,"Sphere, bifocal, plus or minus 7.12 to plus or minus 20.00d, per lens                                                                                 ",2003-10-01 04:00:00,
V2203,"Spherocylinder, bifocal, plano to plus or minus 4.00d sphere, .12 to 2.00dcylinder, per lens                                                          ",2003-10-01 04:00:00,
V2204,"Spherocylinder, bifocal, plano to plus or minus 4.00d sphere, 2.12 to 4.00dcylinder, per lens                                                         ",2003-10-01 04:00:00,
V2205,"Spherocylinder, bifocal, plano to plus or minus 4.00d sphere, 4.25 to 6.00dcylinder, per lens                                                         ",2003-10-01 04:00:00,
V2206,"Spherocylinder, bifocal, plano to plus or minus 4.00d sphere, over 6.00dcylinder, per lens                                                            ",2003-10-01 04:00:00,
G8565,VERIFICATION AND DOCUMENTATION OF SUDDEN OR RAPIDLY PROGRESSIVE HEARING LOSS                                                                          ,2010-01-01 05:00:00,
G8566,"PATIENT IS NOT ELIGIBLE FOR THE ""REFERRAL FOR OTOLOGIC EVALUATION FOR SUDDEN ORRAPIDLY PROGRESSIVE HEARING LOSS"" MEASURE                              ",2010-01-01 05:00:00,
G8567,PATIENT DOES NOT HAVE VERIFICATION AND DOCUMENTATION OF SUDDEN OR RAPIDLYPROGRESSIVE HEARING LOSS                                                     ,2010-01-01 05:00:00,
G8568,"PATIENT WAS NOT REFERRED TO A PHYSICIAN (PREFERABLY A PHYSICIAN WITH TRAININGIN DISORDERS OF THE EAR) FOR AN OTOLOGIC EVALUATION, REASON NOT SPECIF   ",2010-01-01 05:00:00,
G8569,PROLONGED INTUBATION (>24 HRS) REQUIRED                                                                                                               ,2010-01-01 05:00:00,
G8570,PROLONGED INTUBATION (>24 HRS) NOT REQUIRED                                                                                                           ,2010-01-01 05:00:00,
G8571,DEVELOPMENT OF DEEP STERNAL WOUND INFECTION WITHIN 30 DAYS POSTOPERATIVELY                                                                            ,2010-01-01 05:00:00,
G8572,NO DEEP STERNAL WOUND INFECTION                                                                                                                       ,2010-01-01 05:00:00,
G8573,STROKE/CBA FOLLOWING ISOLATED CABG SURGERY                                                                                                            ,2010-01-01 05:00:00,
G8574,NO STROKE/CVA FOLLOWING ISOLATED CABG SURGERY                                                                                                         ,2010-01-01 05:00:00,
G8575,DEVELOPED POSTOPERATIVE RENAL INSUFFICIENCY OR REQUIRED DIALYSIS                                                                                      ,2010-01-01 05:00:00,
G8576,NO POSTOPERATIVE RENAL INSUFFICIENCY/DIALYSIS NOT REQUIRED                                                                                            ,2010-01-01 05:00:00,
A4221,"Supplies for maintenance of non-insulin drug infusion catheter, per week (list drugs  separately)                                                     ",2017-01-01 05:00:00,
A4224,"Supplies for maintenance of insulin infusion catheter, per week                                                                                       ",2017-01-01 05:00:00,
A4225,"Supplies for external insulin infusion pump, syringe type cartridge, sterile, each                                                                    ",2017-01-01 05:00:00,
A4421,Ostomy supply; miscellaneous                                                                                                                          ,2018-01-01 05:00:00,
A4466,"Garment, belt, sleeve or other covering, elastic or similar stretchable material, any type, each                                                      ",2017-01-01 05:00:00,1483160400000.0
A4467,"Belt, strap, sleeve, garment, or covering, any type                                                                                                   ",2017-01-01 05:00:00,
A4553,"Non-disposable underpads, all sizes                                                                                                                   ",2017-01-01 05:00:00,
A4575,"Topical hyperbaric oxygen chamber, disposable                                                                                                         ",2017-10-01 04:00:00,
A9285,Inversion/eversion correction device                                                                                                                  ,2017-01-01 05:00:00,
A9286,"Hygienic item or device, disposable or non-disposable, any type, each                                                                                 ",2017-01-01 05:00:00,
A9515,"Choline c-11, diagnostic, per study dose up to 20 millicuries                                                                                         ",2017-01-01 05:00:00,
A9544,"Iodine i-131 tositumomab, diagnostic, per study dose                                                                                                  ",2017-01-01 05:00:00,1483160400000.0
A9545,"Iodine i-131 tositumomab, therapeutic, per treatment dose                                                                                             ",2017-01-01 05:00:00,1483160400000.0
A9586,"Florbetapir f18, diagnostic, per study dose, up to 10 millicuries                                                                                     ",2018-01-01 05:00:00,
A9587,"Gallium ga-68, dotatate, diagnostic, 0.1 millicurie                                                                                                   ",2017-01-01 05:00:00,
A9588,"Fluciclovine f-18, diagnostic, 1 millicurie                                                                                                           ",2017-01-01 05:00:00,
A9597,"Positron emission tomography radiopharmaceutical, diagnostic, for tumor identification, not otherwise classified                                      ",2017-01-01 05:00:00,
A9598,"Positron emission tomography radiopharmaceutical, diagnostic, for non-tumor identification, not otherwise classified                                  ",2017-01-01 05:00:00,
A9599,"Radiopharmaceutical, diagnostic, for beta-amyloid positron emission tomography (pet) imaging, per study dose, not otherwise specified                 ",2018-01-01 05:00:00,1514696400000.0
A9606,"Radium ra-223 dichloride, therapeutic, per microcurie                                                                                                 ",2018-01-01 05:00:00,
B9000,Enteral nutrition infusion pump - without alarm                                                                                                       ,2017-01-01 05:00:00,1483160400000.0
B9002,"Enteral nutrition infusion pump, any type                                                                                                             ",2017-01-01 05:00:00,
C1822,"Generator, neurostimulator (implantable), high frequency, with rechargeable battery and charging system                                               ",2018-01-01 05:00:00,
C1842,"Retinal prosthesis, includes all internal and external components; add-on to c1841                                                                    ",2017-01-01 05:00:00,
C1889,"Implantable/insertable device for device intensive procedure, not otherwise classified                                                                ",2017-01-01 05:00:00,
C2613,Lung biopsy plug with delivery system                                                                                                                 ,2018-01-01 05:00:00,
C2623,"Catheter, transluminal angioplasty, drug-coated, non-laser                                                                                            ",2018-01-01 05:00:00,
C2624,"Implantable wireless pulmonary artery pressure sensor with delivery catheter, including all system components                                         ",2018-01-01 05:00:00,
C9014,"Injection, cerliponase alfa, 1 mg                                                                                                                     ",2018-01-01 05:00:00,
C9015,"Injection, c-1 esterase inhibitor (human), haegarda, 10 units                                                                                         ",2018-01-01 05:00:00,
C9016,"Injection, triptorelin extended release, 3.75 mg                                                                                                      ",2018-01-01 05:00:00,
C9024,"Injection, liposomal, 1 mg daunorubicin and 2.27 mg cytarabine                                                                                        ",2018-01-01 05:00:00,
C9028,"Injection, inotuzumab ozogamicin, 0.1 mg                                                                                                              ",2018-01-01 05:00:00,
C9029,"Injection, guselkumab, 1 mg                                                                                                                           ",2018-01-01 05:00:00,
C9121,"Injection, argatroban, per 5 mg                                                                                                                       ",2017-01-01 05:00:00,1483160400000.0
C9137,"Injection, factor viii (antihemophilic factor, recombinant) pegylated, 1 i.u.                                                                         ",2017-01-01 05:00:00,1483160400000.0
C9138,"Injection, factor viii (antihemophilic factor, recombinant) (nuwiq), 1 i.u.                                                                           ",2017-01-01 05:00:00,1483160400000.0
C9139,"Injection, factor ix, albumin fusion protein (recombinant), idelvion, 1 i.u.                                                                          ",2017-01-01 05:00:00,1483160400000.0
C9140,"Injection, factor viii (antihemophilic factor, recombinant) (afstyla), 1 i.u.                                                                         ",2018-01-01 05:00:00,1514696400000.0
C9248,"Injection, clevidipine butyrate, 1 mg                                                                                                                 ",2018-01-01 05:00:00,
C9250,"Human plasma fibrin sealant, vapor-heated, solvent-detergent (artiss), 2 ml                                                                           ",2017-01-01 05:00:00,
C9349,"Puraply, and puraply antimicrobial, any type, per square centimeter                                                                                   ",2017-01-01 05:00:00,1483160400000.0
C9447,"Injection, phenylephrine and ketorolac, 4 ml vial                                                                                                     ",2018-01-01 05:00:00,
C9458,"Florbetaben f18, diagnostic, per study dose, up to 8.1 millicuries                                                                                    ",2016-07-01 04:00:00,1467259200000.0
C9459,"Flutemetamol f18, diagnostic, per study dose, up to 5 millicuries                                                                                     ",2016-07-01 04:00:00,1467259200000.0
C9461,"Choline c 11, diagnostic, per study dose                                                                                                              ",2017-01-01 05:00:00,1483160400000.0
C9470,"Injection, aripiprazole lauroxil, 1 mg                                                                                                                ",2017-01-01 05:00:00,1483160400000.0
C9471,"Hyaluronan or derivative, hymovis, for intra-articular injection, 1 mg                                                                                ",2017-01-01 05:00:00,1483160400000.0
C9472,"Injection, talimogene laherparepvec, 1 million plaque forming units (pfu)                                                                             ",2017-01-01 05:00:00,1483160400000.0
C9473,"Injection, mepolizumab, 1 mg                                                                                                                          ",2017-01-01 05:00:00,1483160400000.0
C9474,"Injection, irinotecan liposome, 1 mg                                                                                                                  ",2017-01-01 05:00:00,1483160400000.0
C9475,"Injection, necitumumab, 1 mg                                                                                                                          ",2017-01-01 05:00:00,1483160400000.0
C9476,"Injection, daratumumab, 10 mg                                                                                                                         ",2017-01-01 05:00:00,1483160400000.0
C9477,"Injection, elotuzumab, 1 mg                                                                                                                           ",2017-01-01 05:00:00,1483160400000.0
C9478,"Injection, sebelipase alfa, 1 mg                                                                                                                      ",2017-01-01 05:00:00,1483160400000.0
C9479,"Instillation, ciprofloxacin otic suspension, 6 mg                                                                                                     ",2017-01-01 05:00:00,1483160400000.0
C9480,"Injection, trabectedin, 0.1 mg                                                                                                                        ",2017-01-01 05:00:00,1483160400000.0
C9481,"Injection, reslizumab, 1 mg                                                                                                                           ",2017-01-01 05:00:00,1483160400000.0
C9482,"Injection, sotalol hydrochloride, 1 mg                                                                                                                ",2016-10-01 04:00:00,
C9483,"Injection, atezolizumab, 10 mg                                                                                                                        ",2018-01-01 05:00:00,1514696400000.0
C9484,"Injection, eteplirsen, 10 mg                                                                                                                          ",2018-01-01 05:00:00,1514696400000.0
C9485,"Injection, olaratumab, 10 mg                                                                                                                          ",2018-01-01 05:00:00,1514696400000.0
C9486,"Injection, granisetron extended release, 0.1 mg                                                                                                       ",2018-01-01 05:00:00,1514696400000.0
C9487,"Ustekinumab, for intravenous injection, 1 mg                                                                                                          ",2017-07-01 04:00:00,1498795200000.0
C9488,"Injection, conivaptan hydrochloride, 1 mg                                                                                                             ",2017-04-01 04:00:00,
C9489,"Injection, nusinersen, 0.1 mg                                                                                                                         ",2018-01-01 05:00:00,1514696400000.0
C9490,"Injection, bezlotoxumab, 10 mg                                                                                                                        ",2018-01-01 05:00:00,1514696400000.0
C9491,"Injection, avelumab, 10 mg                                                                                                                            ",2018-01-01 05:00:00,1514696400000.0
C9494,"Injection, ocrelizumab, 1 mg                                                                                                                          ",2018-01-01 05:00:00,1514696400000.0
C9738,Adjunctive blue light cystoscopy with fluorescent imaging agent  (list separately in addition to code for primary procedure)                          ,2018-01-01 05:00:00,
C9744,"Ultrasound, abdominal, with contrast                                                                                                                  ",2016-10-01 04:00:00,
C9745,"Nasal endoscopy, surgical; balloon dilation of eustachian tube                                                                                        ",2017-07-01 04:00:00,
C9746,"Transperineal implantation of permanent adjustable balloon continence device, with cystourethroscopy, when performed and/or fluoroscopy, when perfor  ",2017-07-01 04:00:00,
C9747,"Ablation of prostate, transrectal, high intensity focused ultrasound (hifu), including imaging guidance                                               ",2017-07-01 04:00:00,
C9748,Transurethral destruction of prostate tissue; by radiofrequency water vapor (steam) thermal therapy                                                   ,2018-01-01 05:00:00,
C9800,"Dermal injection procedure(s) for facial lipodystrophy syndrome (lds) and provision of radiesse or sculptra dermal filler, including all items a      ",2017-01-01 05:00:00,1483160400000.0
E0140,"Walker, with trunk support, adjustable or fixed height, any type                                                                                      ",2016-07-01 04:00:00,
E0149,"Walker, heavy duty, wheeled, rigid or folding, any type                                                                                               ",2016-07-01 04:00:00,
E0197,"Air pressure pad for mattress, standard mattress length and width                                                                                     ",2016-07-01 04:00:00,
E0292,"Hospital bed, variable height, hi-lo, without side rails, with mattress                                                                               ",2017-01-01 05:00:00,
E0293,"Hospital bed, variable height, hi-lo, without side rails, without mattress                                                                            ",2017-01-01 05:00:00,
E0446,"Topical oxygen delivery system, not otherwise specified, includes all supplies and accessories                                                        ",2017-10-01 04:00:00,
E0575,"Nebulizer, ultrasonic, large volume                                                                                                                   ",2018-01-01 05:00:00,
E0627,"Seat lift mechanism, electric, any type                                                                                                               ",2017-01-01 05:00:00,
E0628,Separate seat lift mechanism for use with patient owned furniture-electric                                                                            ,2017-01-01 05:00:00,1483160400000.0
E0629,"Seat lift mechanism, non-electric, any type                                                                                                           ",2017-01-01 05:00:00,
E0740,"Non-implanted pelvic floor electrical stimulator, complete system                                                                                     ",2017-01-01 05:00:00,
E0950,"Wheelchair accessory, tray, each                                                                                                                      ",2018-01-01 05:00:00,
E0953,"Wheelchair accessory, lateral thigh or knee support, any type including fixed mounting hardware, each                                                 ",2018-01-01 05:00:00,
E0954,"Wheelchair accessory, foot box, any type, includes attachment and mounting hardware, each foot                                                        ",2018-01-01 05:00:00,
E0955,"Wheelchair accessory, headrest, cushioned, any type, including fixed mounting hardware, each                                                          ",2016-07-01 04:00:00,
E0967,"Manual wheelchair accessory, hand rim with projections, any type, replacement only, each                                                              ",2017-01-01 05:00:00,
E0985,"Wheelchair accessory, seat lift mechanism                                                                                                             ",2016-07-01 04:00:00,
E0995,"Wheelchair accessory, calf rest/pad, replacement only, each                                                                                           ",2017-01-01 05:00:00,
E1020,"Residual limb support system for wheelchair, any type                                                                                                 ",2016-07-01 04:00:00,
E1028,"Wheelchair accessory, manual swingaway, retractable or removable mounting hardware for joystick, other control interface or positioning accessor      ",2016-07-01 04:00:00,
E1639,"Scale, each                                                                                                                                           ",2018-01-01 05:00:00,
E2206,"Manual wheelchair accessory, wheel lock assembly, complete, replacement only, each                                                                    ",2017-01-01 05:00:00,
E2220,"Manual wheelchair accessory, solid (rubber/plastic) propulsion tire, any size, replacement only, each                                                 ",2017-01-01 05:00:00,
E2221,"Manual wheelchair accessory, solid (rubber/plastic) caster tire (removable), any size, replacement only, each                                         ",2017-01-01 05:00:00,
E2222,"Manual wheelchair accessory, solid (rubber/plastic) caster tire with integrated wheel, any size, replacement only, each                               ",2017-01-01 05:00:00,
E2224,"Manual wheelchair accessory, propulsion wheel excludes tire, any size, replacement only, each                                                         ",2017-01-01 05:00:00,
E2228,"Manual wheelchair accessory, wheel braking system and lock, complete, each                                                                            ",2016-07-01 04:00:00,
E2368,"Power wheelchair component, drive wheel motor, replacement only                                                                                       ",2016-07-01 04:00:00,
E2369,"Power wheelchair component, drive wheel gear box, replacement only                                                                                    ",2016-07-01 04:00:00,
E2370,"Power wheelchair component, integrated drive wheel motor and gear box combination, replacement only                                                   ",2016-07-01 04:00:00,
E2375,"Power wheelchair accessory, non-expandable controller, including all related electronics and mounting hardware, replacement only                      ",2016-07-01 04:00:00,
G0154,"Direct skilled nursing services of a licensed nurse (lpn or rn) in the home health or hospice setting, each 15 minutes                                ",2016-03-01 05:00:00,1456722000000.0
G0163,"Skilled services of a licensed nurse (lpn or rn) for the observation and assessment of the patient's condition, each 15 minutes (the change in        ",2017-01-01 05:00:00,1483160400000.0
G0164,"Skilled services of a licensed nurse (lpn or rn), in the training and/or education of a patient or family member, in the home health or hospice       ",2017-01-01 05:00:00,1483160400000.0
G0259,Injection procedure for sacroiliac joint; arthrography                                                                                                ,2003-01-01 05:00:00,
G0364,Bone marrow aspiration performed with bone marrow biopsy through the same incision on the same date of service                                        ,2005-01-01 05:00:00,1514696400000.0
G0389,Ultrasound b-scan and/or real time with image documentation; for abdominal aortic aneurysm (aaa) screening                                            ,2017-01-01 05:00:00,1483160400000.0
G0429,"Dermal filler injection(s) for the treatment of facial lipodystrophy syndrome (lds) (e.g., as a result of highly active antiretroviral therapy)       ",2017-01-01 05:00:00,
G0458,"Low dose rate (ldr) prostate brachytherapy services, composite rate                                                                                   ",2018-01-01 05:00:00,
G0480,"Drug test(s), definitive, utilizing (1) drug identification methods able to identify individual drugs and distinguish between structural isomers (    ",2017-01-01 05:00:00,
G0481,"Drug test(s), definitive, utilizing (1) drug identification methods able to identify individual drugs and distinguish between structural isomers (    ",2017-01-01 05:00:00,
G0482,"Drug test(s), definitive, utilizing (1) drug identification methods able to identify individual drugs and distinguish between structural isomers (    ",2017-01-01 05:00:00,
G0483,"Drug test(s), definitive, utilizing (1) drug identification methods able to identify individual drugs and distinguish between structural isomers (    ",2017-01-01 05:00:00,
G0490,Face-to-face home health nursing visit by a rural health clinic (rhc) or federally qualified health center (fqhc) in an area with a shortage of       ,2016-04-01 04:00:00,
G0491,Dialysis procedure at a medicare certified esrd facility for acute kidney injury without esrd                                                         ,2017-01-01 05:00:00,
G0492,Dialysis procedure with single evaluation by a physician or other qualified health care professional  for acute kidney injury without esrd            ,2017-01-01 05:00:00,
G0493,"Skilled services of a registered nurse (rn) for the observation and assessment of the patient's condition, each 15 minutes (the change in the patient ",2017-01-01 05:00:00,
G0494,"Skilled services of a licensed practical nurse (lpn) for the observation and assessment of the patient's condition, each 15 minutes (the change in    ",2017-01-01 05:00:00,
G0495,"Skilled services of a registered nurse (rn), in the training and/or education of a patient or family member, in the home health or hospice setting,   ",2017-01-01 05:00:00,
G0496,"Skilled services of a licensed practical nurse (lpn), in the training and/or education of a patient or family member, in the home health or hospice   ",2017-01-01 05:00:00,
G0499,"Hepatitis b screening in non-pregnant, high risk individual includes hepatitis b surface antigen (hbsag) followed by a neutralizing confirmatory test ",2016-09-28 04:00:00,
G0500,Moderate sedation services provided by the same physician or other qualified health care professional performing a gastrointestinal endoscopic serv   ,2017-01-01 05:00:00,
G0501,Resource-intensive services for patients for whom the use of specialized mobility-assistive technology (such as adjustable height chairs or tab       ,2017-01-01 05:00:00,
G0506,Comprehensive assessment of and care planning for patients requiring chronic care management services (list separately in addition to primary month   ,2017-01-01 05:00:00,
G0508,"Telehealth consultation, critical care, initial , physicians typically spend 60 minutes communicating with the patient and providers via telehealth   ",2017-01-01 05:00:00,
G0509,"Telehealth consultation, critical care, subsequent, physicians typically spend 50 minutes communicating with the patient and providers via telehealth ",2017-01-01 05:00:00,
G0511,"Rural health clinic or federally qualified health center (rhc or fqhc) only, general care management, 20 minutes or more of clinical staff time for   ",2018-01-01 05:00:00,
G0512,"Rural health clinic or federally qualified health center (rhc/fqhc) only, psychiatric collaborative care model (psychiatric cocm), 60 minutes or      ",2018-01-01 05:00:00,
G0513,"Prolonged preventive service(s) (beyond the typical service time of the primary procedure), in the office or other outpatient setting requiring direct",2018-01-01 05:00:00,
G0514,"Prolonged preventive service(s) (beyond the typical service time of the primary procedure), in the office or other outpatient setting requiring direct",2018-01-01 05:00:00,
G0515,"Development of cognitive skills to improve attention, memory, problem solving (includes compensatory training), direct (one-on-one) patient contact,  ",2018-01-01 05:00:00,
G0516,"Insertion of non-biodegradable drug delivery implants, 4 or more (services for subdermal rod implant)                                                 ",2018-01-01 05:00:00,
G0517,"Removal of non-biodegradable drug delivery implants, 4 or more (services for subdermal implants)                                                      ",2018-01-01 05:00:00,
G0518,"Removal with reinsertion, non-biodegradable drug delivery implants, 4 or more (services for subdermal implants)                                       ",2018-01-01 05:00:00,
G0659,"Drug test(s), definitive, utilizing drug identification methods able to identify individual drugs and distinguish between structural isomers (        ",2017-01-01 05:00:00,
G3001,"Administration and supply of tositumomab, 450 mg                                                                                                      ",2017-01-01 05:00:00,1483160400000.0
G8401,Clinician documented that patient was not an eligible candidate for screening                                                                         ,2017-01-01 05:00:00,1483160400000.0
G8427,"Eligible clinician attests to documenting in the medical record they obtained, updated, or reviewed the patient's current medications                 ",2017-01-01 05:00:00,
G8428,"Current list of medications not documented as obtained, updated, or reviewed by the eligible clinician, reason not given                              ",2017-01-01 05:00:00,
G8430,"Eligible clinician attests to documenting in the medical record the patient is not eligible for a current list of medications being obtained, updated ",2018-01-01 05:00:00,
G8431,Screening for depression is documented as being positive and a follow-up plan is documented                                                           ,2017-01-01 05:00:00,
G8432,"Depression screening not documented, reason not given                                                                                                 ",2017-01-01 05:00:00,
G8433,"Screening for depression not completed, documented reason                                                                                             ",2018-01-01 05:00:00,
G8442,"Pain assessment not documented as being performed, documentation the patient is not eligible for a pain assessment using a standardized tool at the ti",2018-01-01 05:00:00,
G8458,Clinician documented that patient is not an eligible candidate for genotype testing; patient not receiving antiviral treatment for hepatitis c dur    ,2017-01-01 05:00:00,1483160400000.0
G8460,Clinician documented that patient is not an eligible candidate for quantitative rna testing at week 12; patient not receiving antiviral treatment for ,2017-01-01 05:00:00,1483160400000.0
G8461,Patient receiving antiviral treatment for hepatitis c during the measurement period                                                                   ,2017-01-01 05:00:00,1483160400000.0
G8485,I intend to report the diabetes mellitus (dm) measures group                                                                                          ,2017-01-01 05:00:00,1483160400000.0
G8486,I intend to report the preventive care measures group                                                                                                 ,2017-01-01 05:00:00,1483160400000.0
G8487,I intend to report the chronic kidney disease (ckd) measures group                                                                                    ,2017-01-01 05:00:00,1483160400000.0
G8489,I intend to report the coronary artery disease (cad) measures group                                                                                   ,2017-01-01 05:00:00,1483160400000.0
G8490,I intend to report the rheumatoid arthritis (ra) measures group                                                                                       ,2017-01-01 05:00:00,1483160400000.0
G8491,I intend to report the hiv/aids measures group                                                                                                        ,2017-01-01 05:00:00,1483160400000.0
G8494,All quality actions for the applicable measures in the diabetes mellitus (dm) measures group have been performed for this patient                     ,2017-01-01 05:00:00,1483160400000.0
G8495,All quality actions for the applicable measures in the chronic kidney disease (ckd) measures group have been performed for this patient               ,2017-01-01 05:00:00,1483160400000.0
G8496,All quality actions for the applicable measures in the preventive care measures group have been performed for this patient                            ,2017-01-01 05:00:00,1483160400000.0
G8497,All quality actions for the applicable measures in the coronary artery bypass graft (cabg) measures group have been performed for this patient        ,2017-01-01 05:00:00,1483160400000.0
G8498,All quality actions for the applicable measures in the coronary artery disease (cad) measures group have been performed for this patient              ,2017-01-01 05:00:00,1483160400000.0
G8499,All quality actions for the applicable measures in the rheumatoid arthritis (ra) measures group have been performed for this patient                  ,2017-01-01 05:00:00,1483160400000.0
G8500,All quality actions for the applicable measures in the hiv/aids measures group have been performed for this patient                                   ,2017-01-01 05:00:00,1483160400000.0
G8510,"Screening for depression is documented as negative, a follow-up plan is not required                                                                  ",2017-01-01 05:00:00,
G8511,"Screening for depression documented as positive, follow-up plan not documented, reason not given                                                      ",2017-01-01 05:00:00,
C9462,"Injection, delafloxacin, 1 mg                                                                                                                         ",2018-04-01 04:00:00,
C9463,"Injection, aprepitant, 1 mg                                                                                                                           ",2018-04-01 04:00:00,
C9464,"Injection, rolapitant, 0.5 mg                                                                                                                         ",2018-04-01 04:00:00,
C9465,"Hyaluronan or derivative, Durolane, for intra-articular injection, per dose                                                                           ",2018-04-01 04:00:00,
C9466,"Injection, benralizumab, 1 mg                                                                                                                         ",2018-04-01 04:00:00,
C9467,"Injection, rituximab and hyaluronidase, 10 mg                                                                                                         ",2018-04-01 04:00:00,
C9468,"Injection, factor ix (antihemophilic factor, recombinant), glycopegylated, Rebinyn, 1 i.u.                                                            ",2018-04-01 04:00:00,
C9469,"Injection, triamcinolone acetonide, preservative-free, extended-release, microsphere formulation, 1 mg                                                ",2018-04-01 04:00:00,
C9749,Repair of nasal vestibular lateral wall stenosis with implant(s)                                                                                      ,2018-04-01 04:00:00,
G0516,"Insertion of non-biodegradable drug delivery implants, 4 or more (services for subdermal rod implant)                                                 ",2018-04-01 04:00:00,
G9873,First Medicare Diabetes Prevention Program (MDPP) core session was attended by an MDPP beneficiary under the MDPP Expanded Model (EM). A core session ,2018-04-01 04:00:00,
G9874,Four total Medicare Diabetes Prevention Program (MDPP) core sessions were attended by an MDPP beneficiary under the MDPP Expanded Model (EM). A core s,2018-04-01 04:00:00,
G9875,Nine total Medicare Diabetes Prevention Program (MDPP) core sessions were attended by an MDPP beneficiary under the MDPP Expanded Model (EM). A core s,2018-04-01 04:00:00,
G9876,Two Medicare Diabetes Prevention Program (MDPP) core maintenance sessions (MS) were attended by an MDPP beneficiary in months (mo) 7-9 under the MDPP ,2018-04-01 04:00:00,
G9877,Two Medicare Diabetes Prevention Program (MDPP) core maintenance sessions (MS) were attended by an MDPP beneficiary in months (mo) 10-12 under the MDP,2018-04-01 04:00:00,
G9878,Two Medicare Diabetes Prevention Program (MDPP) core maintenance sessions (MS) were attended by an MDPP beneficiary in months (mo) 7-9 under the MDPP ,2018-04-01 04:00:00,
G9879,Two Medicare Diabetes Prevention Program (MDPP) core maintenance sessions (MS) were attended by an MDPP beneficiary in months (mo) 10-12 under the MDP,2018-04-01 04:00:00,
G9880,The MDPP beneficiary achieved at least 5% weight loss (WL) from his/her baseline weight in months 1-12 of the MDPP services period under the MDPP Expa,2018-04-01 04:00:00,
G9881,The MDPP beneficiary achieved at least 9% weight loss (WL) from his/her baseline weight in months 1-24 under the MDPP Expanded Model (EM). This is a o,2018-04-01 04:00:00,
G9882,Two Medicare Diabetes Prevention Program (MDPP) ongoing maintenance sessions (MS) were attended by an MDPP beneficiary in months (mo) 13-15 under the ,2018-04-01 04:00:00,
G9883,Two Medicare Diabetes Prevention Program (MDPP) ongoing maintenance sessions (MS) were attended by an MDPP beneficiary in months (mo) 16-18 under the ,2018-04-01 04:00:00,
G9884,Two Medicare Diabetes Prevention Program (MDPP) ongoing maintenance sessions (MS) were attended by an MDPP beneficiary in months (mo) 19-21 under the ,2018-04-01 04:00:00,
G9885,Two Medicare Diabetes Prevention Program (MDPP) ongoing maintenance sessions (MS) were attended by an MDPP beneficiary in months (mo) 22-24 under the ,2018-04-01 04:00:00,
K0903,"For Diabetics Only, Multiple Density Insert, Made By Direct Carving With CAM Technology From A Rectified CAD Model Created From A Digitized Scan Of Th",2018-04-01 04:00:00,
Q2041,"Axicabtagene Ciloleucel, up to 200 Million Autologous Anti-CD19 CAR T Cells, Including Leukapheresis And Dose Preparation Procedures, Per Infusion    ",2018-04-01 04:00:00,
Q5101,"Injection, filgrastim-sndz, biosimilar, (zarxio), 1 microgram                                                                                         ",2018-04-01 04:00:00,
