hcpcs_code,hcpcs_desc,hcpcs_effectivedt,hcpcs_terminationdt
J0295,"Injection, ampicillin sodium/sulbactam sodium, per 1.5 gm                                                                                             ",2019-01-01 05:00:00,
J0400,"Injection, aripiprazole, intramuscular, 0.25 mg                                                                                                       ",2019-01-01 05:00:00,
J0470,"Injection, dimercaprol, per 100 mg                                                                                                                    ",2019-01-01 05:00:00,
J0476,"Injection, baclofen, 50 mcg for intrathecal trial                                                                                                     ",2019-01-01 05:00:00,
J0558,"Injection, penicillin g benzathine and penicillin g procaine, 100,000 units                                                                           ",2019-01-01 05:00:00,
J0725,"Injection, chorionic gonadotropin, per 1,000 usp units                                                                                                ",2019-01-01 05:00:00,
J0800,"Injection, corticotropin, up to 40 units                                                                                                              ",2019-01-01 05:00:00,
J0834,"Injection, cosyntropin (cortrosyn), 0.25 mg                                                                                                           ",2019-01-01 05:00:00,
J0888,"Injection, epoetin beta, 1 microgram, (for non esrd use)                                                                                              ",2019-01-01 05:00:00,
J1110,"Injection, dihydroergotamine mesylate, per 1 mg                                                                                                       ",2019-01-01 05:00:00,
J1130,"Injection, diclofenac sodium, 0.5 mg                                                                                                                  ",2019-01-01 05:00:00,
J2503,"Injection, pegaptanib sodium, 0.3 mg                                                                                                                  ",2019-01-01 05:00:00,
J2793,"Injection, rilonacept, 1 mg                                                                                                                           ",2019-01-01 05:00:00,
J2941,"Injection, somatropin, 1 mg                                                                                                                           ",2019-01-01 05:00:00,
J3070,"Injection, pentazocine, 30 mg                                                                                                                         ",2019-01-01 05:00:00,
J3465,"Injection, voriconazole, 10 mg                                                                                                                        ",2019-01-01 05:00:00,
J7178,"Injection, human fibrinogen concentrate, 1 mg                                                                                                         ",2019-01-01 05:00:00,
Q2026,"Injection, radiesse, 0.1 ml                                                                                                                           ",2019-01-01 05:00:00,
Q9994,"In-line cartridge containing digestive enzyme(s) for enteral feeding, each                                                                            ",2019-01-01 05:00:00,1577768400000.0
G9745,Documented reason for not screening or recommending a follow-up for high blood pressure                                                               ,2018-01-01 05:00:00,
G9755,"Documentation of medical reason(s) for not including a recommended interval and modality for follow-up or for no follow-up, and source of recommendati",2019-01-01 05:00:00,
G9758,Patient in hospice at any time during the measurement period                                                                                          ,2018-01-01 05:00:00,
G9762,Patient had at least two hpv vaccines (with at least 146 days between the two) or three hpv vaccines on or between the patient's 9th and 13th birthda ,2018-01-01 05:00:00,
G9763,Patient did not have at least two hpv vaccines (with at least 146 days between the two) or three hpv vaccines on or between the patient's 9th and 13t ,2018-01-01 05:00:00,
G9764,Patient has been treated with a systemic medication for psoriasis vulgaris                                                                            ,2019-01-01 05:00:00,
G9765,"Documentation that the patient declined change in medication or alternative therapies were unavailable, has documented contraindications, or has n    ",2019-01-01 05:00:00,
G9772,Documentation of medical reason(s) for not achieving at least 1 body temperature measurement equal to or greater than 35.5 degrees celsius            ,2020-01-01 05:00:00,
G9773,At least 1 body temperature measurement equal to or greater than 35.5 degrees celsius (or 95.9 degrees fahrenheit) not achieved within the 30 minute  ,2019-01-01 05:00:00,
G9781,"Documentation of medical reason(s) for not currently being a statin therapy user or receive an order (prescription) for statin therapy (e.g., pati    ",2020-01-01 05:00:00,
G9784,Pathologists/dermatopathologists providing a second opinion on a biopsy                                                                               ,2018-01-01 05:00:00,
G9785,"Pathology report diagnosing cutaneous basal cell carcinoma, squamous cell carcinoma, or melanoma (to include in situ disease) sent from the path      ",2020-01-01 05:00:00,
G9786,"Pathology report diagnosing cutaneous basal cell carcinoma, squamous cell carcinoma, or melanoma (to include in situ disease) was not sent from       ",2020-01-01 05:00:00,
G9787,Patient alive as of the last day of the measurement year                                                                                              ,2019-01-01 05:00:00,
G9794,"Documentation of medical reason(s) for not on a daily aspirin or other antiplatelet (e.g., history of gastrointestinal bleed, intra-cranial b         ",2018-01-01 05:00:00,
G9798,Discharge(s) for ami between july 1 of the year prior measurement period to june 30 of the measurement period                                         ,2020-01-01 05:00:00,
G9801,Hospitalizations in which the patient was transferred directly to a non-acute care facility for any diagnosis                                         ,2017-01-01 05:00:00,
G9803,Patient prescribed at least a 135 day treatment within the 180-day measurement interval with beta-blockers post-discharge for ami                     ,2019-01-01 05:00:00,
G9804,Patient was not prescribed at least a 135 day treatment within the 180-day measurement interval with beta-blockers post-discharge for ami             ,2019-01-01 05:00:00,
G9814,Death occurring during the index acute care hospitalization                                                                                           ,2018-01-01 05:00:00,
G9815,Death did not occur during the index acute care hospitalization                                                                                       ,2018-01-01 05:00:00,
G9816,Death occurring after discharge from the hospital but within 30 days post procedure                                                                   ,2018-01-01 05:00:00,
G9817,Death did not occur after discharge from the hospital within 30 days post procedure                                                                   ,2018-01-01 05:00:00,
G9840,Ras (kras and nras) gene mutation testing performed before initiation of anti-egfr moab                                                               ,2018-01-01 05:00:00,
G9841,Ras (kras and nras) gene mutation testing not performed before initiation of anti-egfr moab                                                           ,2018-01-01 05:00:00,
G9843,Ras (kras or nras) gene mutation                                                                                                                      ,2018-01-01 05:00:00,
G9868,"Receipt and analysis of remote, asynchronous images for dermatologic and/or ophthalmologic evaluation, for use under the next generation aco model    ",2018-01-01 05:00:00,
G9869,"Receipt and analysis of remote, asynchronous images for dermatologic and/or ophthalmologic evaluation, for use under the next generation aco model    ",2018-01-01 05:00:00,
G9870,"Receipt and analysis of remote, asynchronous images for dermatologic and/or ophthalmologic evaluation, for use under the next generation aco model    ",2018-01-01 05:00:00,
G9873,First medicare diabetes prevention program (mdpp) core session was attended by an mdpp beneficiary under the mdpp expanded model (em).  a core sessio ,2018-04-01 04:00:00,
G9874,Four total medicare diabetes prevention program (mdpp) core sessions were attended by an mdpp beneficiary under the mdpp expanded model (em).  a      ,2018-04-01 04:00:00,
G9875,Nine total medicare diabetes prevention program (mdpp) core sessions were attended by an mdpp beneficiary under the mdpp expanded model (em).  a      ,2018-04-01 04:00:00,
G9876,Two medicare diabetes prevention program (mdpp) core maintenance sessions (ms) were attended by an mdpp beneficiary in months (mo) 7-9 under the mdpp ,2018-04-01 04:00:00,
G9877,Two medicare diabetes prevention program (mdpp) core maintenance sessions (ms) were attended by an mdpp beneficiary in months (mo) 10-12 under the md ,2018-04-01 04:00:00,
G9878,Two medicare diabetes prevention program (mdpp) core maintenance sessions (ms) were attended by an mdpp beneficiary in months (mo) 7-9 under the mdpp ,2018-04-01 04:00:00,
G9879,Two medicare diabetes prevention program (mdpp) core maintenance sessions (ms) were attended by an mdpp beneficiary in months (mo) 10-12 under the md ,2018-04-01 04:00:00,
G9880,The mdpp beneficiary achieved at least 5% weight loss (wl) from his/her baseline weight in months 1-12 of the mdpp services period under the m        ,2018-04-01 04:00:00,
G9881,The mdpp beneficiary achieved at least 9% weight loss (wl) from his/her baseline weight in months 1-24 under the mdpp expanded model (em).  th        ,2018-04-01 04:00:00,
G9882,Two medicare diabetes prevention program (mdpp) ongoing maintenance sessions (ms) were attended by an mdpp beneficiary in months (mo) 13-15 under t   ,2018-04-01 04:00:00,
G9883,Two medicare diabetes prevention program (mdpp) ongoing maintenance sessions (ms) were attended by an mdpp beneficiary in months (mo) 16-18 under t   ,2018-04-01 04:00:00,
G9884,Two medicare diabetes prevention program (mdpp) ongoing maintenance sessions (ms) were attended by an mdpp beneficiary in months (mo) 19-21 under t   ,2018-04-01 04:00:00,
G9885,Two medicare diabetes prevention program (mdpp) ongoing maintenance sessions (ms) were attended by an mdpp beneficiary in months (mo) 22-24 under t   ,2018-04-01 04:00:00,
G9890,"Bridge payment: a one-time payment for the first medicare diabetes prevention program (mdpp) core session, core maintenance session, or ongoing main  ",2018-04-01 04:00:00,
G9891,Mdpp session reported as a line-item on a claim for a payable mdpp expanded model (em)  hcpcs code for a session furnished by the billing supplier    ,2018-04-01 04:00:00,
G9892,Documentation of patient reason(s) for not performing a dilated macular examination                                                                   ,2018-01-01 05:00:00,
G9893,"Dilated macular exam was not performed, reason not otherwise specified                                                                                ",2018-01-01 05:00:00,
G9894,Androgen deprivation therapy prescribed/administered in combination with external beam radiotherapy to the prostate                                   ,2018-01-01 05:00:00,
G9895,Documentation of medical reason(s) for not prescribing/administering androgen deprivation therapy in combination with external beam radiotherapy to   ,2018-01-01 05:00:00,
G9896,Documentation of patient reason(s) for not prescribing/administering androgen deprivation therapy in combination with external beam radiotherapy to   ,2018-01-01 05:00:00,
G9897,"Patients who were not prescribed/administered androgen deprivation therapy in combination with external beam radiotherapy to the prostate, reason no  ",2018-01-01 05:00:00,
G9898,"Patient age 65 or older in institutional special needs plans (snp) or residing in long-term care with pos code 32, 33, 34, 54, or 56 for more than 90 ",2020-01-01 05:00:00,
G9899,"Screening, diagnostic, film, digital or digital breast tomosynthesis (3d) mammography results documented and reviewed                                 ",2018-01-01 05:00:00,
G9900,"Screening, diagnostic, film, digital or digital breast tomosynthesis (3d) mammography results were not documented and reviewed, reason not other      ",2018-01-01 05:00:00,
G9901,"Patient age 65 or older in institutional special needs plans (snp) or residing in long-term care with pos code 32, 33, 34, 54, or 56 for more than 90 ",2020-01-01 05:00:00,
G9902,Patient screened for tobacco use and identified as a tobacco user                                                                                     ,2018-01-01 05:00:00,
G9903,Patient screened for tobacco use and identified as a tobacco non-user                                                                                 ,2018-01-01 05:00:00,
G9904,"Documentation of medical reason(s) for not screening for tobacco use (e.g., limited life expectancy, other medical reason)                            ",2018-01-01 05:00:00,
G9905,"Patient not screened for tobacco use, reason not given                                                                                                ",2018-01-01 05:00:00,
G9906,Patient identified as a tobacco user received tobacco cessation intervention (counseling and/or pharmacotherapy)                                      ,2018-01-01 05:00:00,
G9907,"Documentation of medical reason(s) for not providing tobacco cessation intervention (e.g., limited life expectancy, other medical reason)             ",2018-01-01 05:00:00,
G9908,"Patient identified as tobacco user did not receive tobacco cessation intervention (counseling and/or pharmacotherapy), reason not given               ",2018-01-01 05:00:00,
G9909,"Documentation of medical reason(s) for not  providing tobacco cessation intervention if identified as a tobacco user (eg, limited life expecta        ",2018-01-01 05:00:00,
G9910,"Patients age 66 or older in institutional special needs plans (snp) or residing in long-term care with pos code 32, 33, 34, 54 or 56 for more than 90 ",2020-01-01 05:00:00,
G9911,Clinically node negative (t1n0m0 or t2n0m0) invasive breast cancer before or after neoadjuvant  systemic therapy                                      ,2018-01-01 05:00:00,
G9912,Hepatitis b virus (hbv) status assessed and results interpreted prior to initiating anti-tnf (tumor necrosis factor) therapy                          ,2018-01-01 05:00:00,
G9913,"Hepatitis b virus (hbv) status not assessed and results interpreted prior to initiating anti-tnf (tumor necrosis factor) therapy, reason not given    ",2018-01-01 05:00:00,
G9914,Patient receiving an anti-tnf agent                                                                                                                   ,2018-01-01 05:00:00,
G9915,No record of hbv results documented                                                                                                                   ,2018-01-01 05:00:00,
G9916,Functional status  performed once in the last 12 months                                                                                               ,2018-01-01 05:00:00,
G9917,Documentation of advanced stage dementia and caregiver knowledge is limited                                                                           ,2020-01-01 05:00:00,
G9918,"Functional status not performed, reason not otherwise specified                                                                                       ",2018-01-01 05:00:00,
G9919,Screening performed and positive and provision of recommendations                                                                                     ,2018-01-01 05:00:00,
G9920,Screening performed and negative                                                                                                                      ,2018-01-01 05:00:00,
G9921,"No screening performed, partial screening performed or positive screen without recommendations and reason is not given or otherwise specified         ",2018-01-01 05:00:00,
G9922,Safety concerns screen provided and if positive then documented mitigation recommendations                                                            ,2018-01-01 05:00:00,
G9923,Safety concerns screen provided and negative                                                                                                          ,2018-01-01 05:00:00,
G9924,"Documentation of medical reason(s) for not providing safety concerns screen or for not providing recommendations, orders or referrals for positive sc ",2018-01-01 05:00:00,
G9925,"Safety concerns screening not provided, reason not otherwise specified                                                                                ",2018-01-01 05:00:00,
G9926,"Safety concerns screening positive screen is without provision of mitigation recommendations, including but not limited to referral to other resour   ",2018-01-01 05:00:00,
G9927,Documentation of system reason(s) for not prescribing warfarin or another fda-approved anticoagulation due to patient being currently enrolled i      ,2018-01-01 05:00:00,
G9928,"Warfarin or another fda-approved anticoagulant not prescribed, reason not given                                                                       ",2018-01-01 05:00:00,
G9929,"Patient with transient or reversible cause of af (e.g., pneumonia, hyperthyroidism, pregnancy, cardiac surgery)                                       ",2018-01-01 05:00:00,
G9930,Patients who are receiving comfort care only                                                                                                          ,2018-01-01 05:00:00,
G9931,Documentation of cha2ds2-vasc risk score of 0 or 1                                                                                                    ,2018-01-01 05:00:00,
G9932,"Documentation of patient reason(s) for not having records of negative or managed positive tb screen (e.g., patient does not return for mantoux        ",2018-01-01 05:00:00,
G9933,Adenoma(s) or colorectal cancer detected during screening colonoscopy                                                                                 ,2018-01-01 05:00:00,
G9934,"Documentation that neoplasm detected is only diagnosed as traditional serrated adenoma, sessile serrated polyp, or sessile serrated adenoma           ",2018-01-01 05:00:00,
G9935,Adenoma(s) or colorectal cancer not detected during screening colonoscopy                                                                             ,2018-01-01 05:00:00,
G9936,"Surveillance colonoscopy - personal history of colonic polyps, colon cancer, or other malignant neoplasm of rectum, rectosigmoid junction, and anus   ",2018-01-01 05:00:00,
G9937,Diagnostic colonoscopy                                                                                                                                ,2018-01-01 05:00:00,
G9938,"Patients age 66 or older in institutional special needs plans (snp) or residing in long-term care with pos code 32, 33, 34, 54, or 56 for more than 90",2020-01-01 05:00:00,
G9939,Pathologists/dermatopathologists is the same clinician who performed the biopsy                                                                       ,2018-01-01 05:00:00,
G9940,"Documentation of medical reason(s) for not on a statin (e.g., pregnancy, in vitro fertilization, clomiphene rx, esrd, cirrhosis, muscular pain and    ",2018-01-01 05:00:00,
G9941,Back pain was measured by the visual analog scale (vas) within three months preoperatively and at three months (6 - 20 weeks) postoperatively         ,2020-01-01 05:00:00,1577768400000.0
G9942,Patient had any additional spine procedures performed on the same date as the lumbar discectomy/laminectomy                                           ,2020-01-01 05:00:00,
G9943,Back pain was not measured by the visual analog scale (vas) within three months preoperatively and at three months ( 6 - 20 weeks)  postoperatively   ,2018-01-01 05:00:00,
G9944,Back pain was measured by the visual analog scale (vas) within three months preoperatively and at one year  (9 to 15 months) postoperatively          ,2020-01-01 05:00:00,1577768400000.0
G9945,"Patient had cancer, fracture or infection related to the lumbar spine or patient had idiopathic or congenital scoliosis                               ",2018-01-01 05:00:00,
G9946,Back pain was not measured by the visual analog scale (vas) within three months preoperatively and at one year (9 to 15 months) postoperatively       ,2020-01-01 05:00:00,
G9947,Leg pain was measured by the visual analog scale (vas) within three months preoperatively and at three months (6 to 20 weeks) postoperatively         ,2020-01-01 05:00:00,1577768400000.0
G9948,Patient had any additional spine procedures performed on the same date as the lumbar discectomy/laminectomy                                           ,2020-01-01 05:00:00,
G9949,Leg pain was not measured by the visual analog scale (vas) at three months (6 ? 20 weeks) postoperatively                                             ,2020-01-01 05:00:00,
G9954,Patient exhibits 2 or more risk factors for post-operative vomiting                                                                                   ,2018-01-01 05:00:00,
G9955,Cases in which an inhalational anesthetic is used only for induction                                                                                  ,2018-01-01 05:00:00,
G9956,Patient received combination therapy consisting of at least two prophylactic pharmacologic anti-emetic agents of different classes preoperatively a   ,2018-01-01 05:00:00,
G9957,Documentation of medical reason for not receiving combination therapy consisting of at least two prophylactic pharmacologic anti-emetic agen          ,2018-01-01 05:00:00,
G9958,Patient did not receive combination therapy consisting of at least two prophylactic pharmacologic anti-emetic agents of different classes             ,2018-01-01 05:00:00,
G9959,Systemic antimicrobials not prescribed                                                                                                                ,2018-01-01 05:00:00,
G9960,Documentation of medical reason(s) for prescribing systemic antimicrobials                                                                            ,2018-01-01 05:00:00,
G9961,Systemic antimicrobials prescribed                                                                                                                    ,2018-01-01 05:00:00,
G9962,Embolization endpoints are documented separately for each embolized vessel and ovarian artery angiography or embolization performed in the presence o ,2018-01-01 05:00:00,
G9963,Embolization endpoints are not documented separately for each embolized vessel or ovarian artery angiography or embolization not performed in the pre ,2018-01-01 05:00:00,
G9964,Patient received at least one well-child visit with a pcp during the performance period                                                               ,2018-01-01 05:00:00,
G9965,Patient did not receive at least one well-child visit with a pcp during the performance period                                                        ,2018-01-01 05:00:00,
G9966,"Children who were screened for risk of developmental, behavioral and social delays using a standardized tool with interpretation and report           ",2018-01-01 05:00:00,
G9967,"Children who were not screened for risk of developmental, behavioral and social delays using a standardized tool with interpretation and report       ",2018-01-01 05:00:00,
G9968,Patient was referred to another provider or specialist during the performance period                                                                  ,2018-01-01 05:00:00,
G9969,Provider who referred the patient to another provider received a report from the provider to whom the patient was referred                            ,2018-01-01 05:00:00,
G9970,Provider who referred the patient to another provider did not receive a report from the provider to whom the patient was referred                     ,2018-01-01 05:00:00,
G9974,"Dilated macular exam performed, including documentation of the presence or absence of macular thickening or geographic atrophy or hemorrhage and      ",2019-01-01 05:00:00,
G9975,Documentation of medical reason(s) for not performing a dilated macular examination                                                                   ,2019-01-01 05:00:00,
G9978,Remote in-home visit for the evaluation and management of a new patient for use only in a medicare-approved bundled payments for care improvement adva,2018-10-01 04:00:00,
G9979,Remote in-home visit for the evaluation and management of a new patient for use only in a medicare-approved bundled payments for care improvement adva,2018-10-01 04:00:00,
G9980,Remote in-home visit for the evaluation and management of a new patient for use only in a medicare-approved bundled payments for care improvement adva,2018-10-01 04:00:00,
G9981,Remote in-home visit for the evaluation and management of a new patient for use only in a medicare-approved bundled payments for care improvement adva,2018-10-01 04:00:00,
G9982,Remote in-home visit for the evaluation and management of a new patient for use only in a medicare-approved bundled payments for care improvement adva,2018-10-01 04:00:00,
G9983,Remote in-home visit for the evaluation and management of an established patient for use only in a medicare-approved bundled payments for care        ,2018-10-01 04:00:00,
G9984,Remote in-home visit for the evaluation and management of an established patient for use only in a medicare-approved bundled payments for care        ,2018-10-01 04:00:00,
G9985,Remote in-home visit for the evaluation and management of an established patient for use only in a medicare-approved bundled payments for care        ,2018-10-01 04:00:00,
G9986,Remote in-home visit for the evaluation and management of an established patient for use only in a medicare-approved bundled payments for care        ,2018-10-01 04:00:00,
G9987,Bundled payments for care improvement advanced (bpci advanced) model home visit for patient assessment performed by clinical staff for an individual n,2018-10-01 04:00:00,
J0120,"Injection, tetracycline, up to 250 mg                                                                                                                 ",2018-01-01 05:00:00,
J0121,"Injection, omadacycline, 1 mg                                                                                                                         ",2019-10-01 04:00:00,
J0122,"Injection, eravacycline, 1 mg                                                                                                                         ",2019-10-01 04:00:00,
J0130,"Injection abciximab, 10 mg                                                                                                                            ",2018-01-01 05:00:00,
J0132,"Injection, acetylcysteine, 100 mg                                                                                                                     ",2018-01-01 05:00:00,
J0179,"Injection, brolucizumab-dbll, 1 mg                                                                                                                    ",2020-01-01 05:00:00,
J0185,"Injection, aprepitant, 1 mg                                                                                                                           ",2019-01-01 05:00:00,
J0215,"Injection, alefacept, 0.5 mg                                                                                                                          ",2018-01-01 05:00:00,
J0222,"Injection, patisiran, 0.1 mg                                                                                                                          ",2019-10-01 04:00:00,
J0291,"Injection, plazomicin, 5 mg                                                                                                                           ",2019-10-01 04:00:00,
J0295,"Injection, ampicillin sodium/sulbactam sodium, per 1.5 gm                                                                                             ",2019-01-01 05:00:00,
J0365,"Injection, aprotonin, 10,000 kiu                                                                                                                      ",2018-01-01 05:00:00,
J0400,"Injection, aripiprazole, intramuscular, 0.25 mg                                                                                                       ",2019-01-01 05:00:00,
J0470,"Injection, dimercaprol, per 100 mg                                                                                                                    ",2019-01-01 05:00:00,
J0476,"Injection, baclofen, 50 mcg for intrathecal trial                                                                                                     ",2019-01-01 05:00:00,
J0517,"Injection, benralizumab, 1 mg                                                                                                                         ",2019-01-01 05:00:00,
J0558,"Injection, penicillin g benzathine and penicillin g procaine, 100,000 units                                                                           ",2019-01-01 05:00:00,
J0565,"Injection, bezlotoxumab, 10 mg                                                                                                                        ",2018-01-01 05:00:00,
J0567,"Injection, cerliponase alfa, 1 mg                                                                                                                     ",2019-01-01 05:00:00,
J0583,"Injection, bivalirudin, 1 mg                                                                                                                          ",2018-01-01 05:00:00,
J0584,"Injection, burosumab-twza 1 mg                                                                                                                        ",2019-01-01 05:00:00,
J0593,"Injection, lanadelumab-flyo, 1 mg (code may be used for medicare when drug administered under direct supervision of a physician, not for use when     ",2019-10-01 04:00:00,
J0599,"Injection, c-1 esterase inhibitor (human), (haegarda), 10 units                                                                                       ",2019-01-01 05:00:00,
J0604,"Cinacalcet, oral, 1 mg, (for esrd on dialysis)                                                                                                        ",2018-01-01 05:00:00,
J0606,"Injection, etelcalcetide, 0.1 mg                                                                                                                      ",2018-01-01 05:00:00,
J0641,"Injection, levoleucovorin, not otherwise specified, 0.5 mg                                                                                            ",2019-10-01 04:00:00,
J0642,"Injection, levoleucovorin (khapzory), 0.5 mg                                                                                                          ",2019-10-01 04:00:00,
J0720,"Injection, chloramphenicol sodium succinate, up to 1 gm                                                                                               ",2018-01-01 05:00:00,
J0725,"Injection, chorionic gonadotropin, per 1,000 usp units                                                                                                ",2019-01-01 05:00:00,
J0800,"Injection, corticotropin, up to 40 units                                                                                                              ",2020-01-01 05:00:00,
J0833,"Injection, cosyntropin, not otherwise specified, 0.25 mg                                                                                              ",2019-01-01 05:00:00,1546232400000.0
J0834,"Injection, cosyntropin, 0.25 mg                                                                                                                       ",2019-01-01 05:00:00,
J0841,"Injection, crotalidae immune f(ab')2 (equine), 120 mg                                                                                                 ",2019-01-01 05:00:00,
J0884,"Injection, argatroban, 1 mg (for esrd on dialysis)                                                                                                    ",2018-01-01 05:00:00,
J0888,"Injection, epoetin beta, 1 microgram, (for non esrd use)                                                                                              ",2019-01-01 05:00:00,
J1095,"Injection, dexamethasone 9 percent, intraocular, 1 microgram                                                                                          ",2019-01-01 05:00:00,
J1096,"Dexamethasone, lacrimal ophthalmic insert, 0.1 mg                                                                                                     ",2019-10-01 04:00:00,
Q4038,"CAST SUPPLIES, SHORT LEG CAST, ADULT (11 YEARS +), FIBERGLASS                                                                                         ",2001-07-01 04:00:00,
Q4039,"CAST SUPPLIES, SHORT LEG CAST, PEDIATRIC (0-10 YEARS), PLASTER                                                                                        ",2001-07-01 04:00:00,
Q4040,"CAST SUPPLIES, SHORT LEG CAST, PEDIATRIC (0-10 YEARS), FIBERGLASS                                                                                     ",2001-07-01 04:00:00,
Q4041,"CAST SUPPLIES, LONG LEG SPLINT, ADULT (11 YEARS +), PLASTER                                                                                           ",2001-07-01 04:00:00,
J9181,"INJECTION, ETOPOSIDE, 10 MG                                                                                                                           ",2009-01-01 05:00:00,
J9182,"ETOPOSIDE, 100 MG                                                                                                                                     ",2009-01-01 05:00:00,1230699600000.0
J9185,"INJECTION, FLUDARABINE PHOSPHATE, 50 MG                                                                                                               ",2009-01-01 05:00:00,
J9190,"INJECTION, FLUOROURACIL, 500 MG                                                                                                                       ",2009-01-01 05:00:00,
J9200,"INJECTION, FLOXURIDINE, 500 MG                                                                                                                        ",2009-01-01 05:00:00,
J9201,"INJECTION, GEMCITABINE HYDROCHLORIDE, 200 MG                                                                                                          ",2009-01-01 05:00:00,
J9202,"GOSERELIN ACETATE IMPLANT, PER 3.6 MG                                                                                                                 ",1997-01-01 05:00:00,
J9206,"INJECTION, IRINOTECAN, 20 MG                                                                                                                          ",2009-01-01 05:00:00,
J9207,"INJECTION, IXABEPILONE, 1 MG                                                                                                                          ",2009-01-01 05:00:00,
J9208,"INJECTION, IFOSFAMIDE, 1 GRAM                                                                                                                         ",2009-01-01 05:00:00,
J9209,"INJECTION, MESNA, 200 MG                                                                                                                              ",2009-01-01 05:00:00,
J9211,"INJECTION, IDARUBICIN HYDROCHLORIDE, 5 MG                                                                                                             ",2009-01-01 05:00:00,
J9212,"INJECTION, INTERFERON ALFACON-1, RECOMBINANT, 1 MICROGRAM                                                                                             ",2009-01-01 05:00:00,
J9213,"INJECTION, INTERFERON, ALFA-2A, RECOMBINANT, 3 MILLION UNITS                                                                                          ",2009-01-01 05:00:00,
J9214,"INJECTION, INTERFERON, ALFA-2B, RECOMBINANT, 1 MILLION UNITS                                                                                          ",2009-01-01 05:00:00,
J9215,"INJECTION, INTERFERON, ALFA-N3, (HUMAN LEUKOCYTE DERIVED), 250,000 IU                                                                                 ",2009-01-01 05:00:00,
J9216,"INJECTION, INTERFERON, GAMMA 1-B, 3 MILLION UNITS                                                                                                     ",2009-01-01 05:00:00,
J9217,"LEUPROLIDE ACETATE (FOR DEPOT SUSPENSION), 7.5 MG                                                                                                     ",1997-01-01 05:00:00,
J9218,"LEUPROLIDE ACETATE, PER 1 MG                                                                                                                          ",1997-01-01 05:00:00,
J9219,"LEUPROLIDE ACETATE IMPLANT, 65 MG                                                                                                                     ",2001-01-01 05:00:00,
J9225,"HISTRELIN IMPLANT (VANTAS), 50 MG                                                                                                                     ",2008-01-01 05:00:00,
J9226,"HISTRELIN IMPLANT (SUPPRELIN LA), 50 MG                                                                                                               ",2008-01-01 05:00:00,
J9230,"INJECTION, MECHLORETHAMINE HYDROCHLORIDE, (NITROGEN MUSTARD), 10 MG                                                                                   ",2009-01-01 05:00:00,
J9245,"INJECTION, MELPHALAN HYDROCHLORIDE, 50 MG                                                                                                             ",1997-01-01 05:00:00,
G8695,Left ventricular ejection fraction (lvef) >= 40% or documentation as mildlydepressed left ventricular systolic function or normal                     ,2013-01-01 05:00:00,1356930000000.0
G8696,Antithrombotic therapy prescribed at discharge                                                                                                        ,2012-01-01 05:00:00,
G8697,"Antithrombotic therapy not prescribed for documented reasons (e.g., patientsadmitted for performance of elective carotid intervention, patient had    ",2013-01-01 05:00:00,
G8698,"Antithrombotic therapy was not prescribed at discharge, reason not given                                                                              ",2013-01-01 05:00:00,
G8699,"Rehabilitation services (occupational, physical or speech) ordered at or priorto discharge                                                            ",2012-01-01 05:00:00,
G8700,"Rehabilitation services (occupational, physical or speech) not indicated at orprior to discharge                                                      ",2012-01-01 05:00:00,
G8701,"Rehabilitation services were not ordered, reason not otherwise specified                                                                              ",2012-01-01 05:00:00,
G8702,Documentation that prophylactic antibiotics were given within 4 hours prior tosurgical incision or intraoperatively                                   ,2012-01-01 05:00:00,
G8703,Documentation that prophylactic antibiotics were neither given within 4 hoursprior to surgical incision nor intraoperatively                          ,2012-01-01 05:00:00,
G8704,12-lead electrocardiogram (ecg) performed                                                                                                             ,2012-01-01 05:00:00,
G8705,Documentation of medical reason(s) for not performing a 12-leadelectrocardiogram (ecg)                                                                ,2012-01-01 05:00:00,
G8706,Documentation of patient reason(s) for not performing a 12-leadelectrocardiogram (ecg)                                                                ,2012-01-01 05:00:00,
G8707,"12-lead electrocardiogram (ecg) not performed, reason not given                                                                                       ",2013-01-01 05:00:00,
G8708,Patient not prescribed or dispensed antibiotic                                                                                                        ,2012-01-01 05:00:00,
G8709,"Patient prescribed or dispensed antibiotic for documented medical reason(s)(e.g. intestinal infection, pertussis, bacterial infection, lyme disea     ",2014-01-01 05:00:00,
G8710,Patient prescribed or dispensed antibiotic                                                                                                            ,2012-01-01 05:00:00,
G8711,Prescribed or dispensed antibiotic                                                                                                                    ,2012-01-01 05:00:00,
G8712,Antibiotic not prescribed or dispensed                                                                                                                ,2012-01-01 05:00:00,
G8713,Spkt/v greater than or equal to 1.2 (single-pool clearance of urea [kt] /volume [v])                                                                  ,2012-01-01 05:00:00,
G8714,Hemodialysis treatment performed exactly three times per week for > 90 days                                                                           ,2013-01-01 05:00:00,
G8715,Hemodialysis treatment performed less than three times per week or greater thanthree times per week                                                   ,2013-01-01 05:00:00,1356930000000.0
G8716,Documentation of reason(s) for patient not having greater than or equal to 1.2(single-pool clearance of urea [kt] / volume [v])                       ,2013-01-01 05:00:00,1356930000000.0
G8717,"Spkt/v less than 1.2 (single-pool clearance of urea [kt] / volume [v]), reasonnot given                                                               ",2013-01-01 05:00:00,
G8718,Total kt/v greater than or equal to 1.7 per week (total clearance of urea [kt]/ volume [v])                                                           ,2012-01-01 05:00:00,
G8720,"Total kt/v less than 1.7 per week (total clearance of urea [kt] / volume [v]),reason not given                                                        ",2013-01-01 05:00:00,
